hbid_id,hbid_id_ds,basin_name,hbid_name,catchment,catchment_,area_km2,country,brazil_UF,basin_ID
12093,12091,La Plata,Corixa Grande 2,c12093,c12091,10867.47083444563,Brazil,MT,AMZ_OTCA
7005,-999,"North Brazil, South Atlantic Coast",Pericuma,c7005,outlet,12266.272755978544,Brazil,MA,AMZ_OTCA
7003,-999,"North Brazil, South Atlantic Coast",Maracacume,c7003,outlet,9613.838373011542,Brazil,MA,AMZ_OTCA
7001,-999,"North Brazil, South Atlantic Coast",Piria,c7001,outlet,18720.795810494325,Brazil,PA,AMZ_OTCA
6042,-999,Tocantins,Foz Tocantins South,c6042,outlet,3153.280888092184,Brazil,PA,AMZ_OTCA
5003,-999,Amazon,Mouth of the Amazon,c5003,outlet,9523.780705582118,Brazil,PA,Main_AMZ
5001,-999,Amazon,South Amapa,c5001,outlet,28267.63601021334,Brazil,AP,AMZ_OTCA
4035,-999,"Northeast South America, South Atlantic Coast",North Amapa,c4035,outlet,26813.285555305483,Brazil,AP,AMZ_OTCA
3046,3044,Orinoco,Inirida,c3046,c3044,53577.080709293026,Colombia,,AMZ_OTCA
5211,5205,Amazon,Icana,c5211,c5205,35516.146096105105,Brazil,AM,Negro
4006,4005,"Northeast South America, South Atlantic Coast",Rupununi,c4006,c4005,12912.116026143814,Guyana,,AMZ_OTCA
4018,4017,"Northeast South America, South Atlantic Coast",New,c4018,c4017,15982.807931825853,Guyana,PA,AMZ_OTCA
5036,5030,Amazon,Jari 1,c5036,c5030,19353.1291999368,Brazil,PA,Main_AMZ
6002,6001,Tocantins,Anapu,c6002,c6001,22041.07603634094,Brazil,PA,AMZ_OTCA
5005,5004,Amazon,Bacaja,c5005,c5004,25644.267819148547,Brazil,PA,Xingu
5006,5004,Amazon,Jaraucu,c5006,c5004,16652.07254319453,Brazil,PA,Xingu
5008,5007,Amazon,Iriri 1,c5008,c5007,39339.71481856136,Brazil,PA,Xingu
5013,5007,Amazon,Xingu 3,c5013,c5007,48111.15354248507,Brazil,PA,Xingu
5011,5010,Amazon,Iriri 3,c5011,c5010,10708.463964404014,Brazil,PA,Xingu
5012,5010,Amazon,Iriri Novo,c5012,c5010,11476.545352710817,Brazil,PA,Xingu
5019,5017,Amazon,Xingu 5,c5019,c5017,28282.765686422183,Brazil,MT,Xingu
5014,5013,Amazon,Fresco 1,c5014,c5013,8525.436427758796,Brazil,PA,Xingu
5018,5017,Amazon,Liberdade,c5018,c5017,13570.585802899132,Brazil,MT,Tocantins
5020,5019,Amazon,Suia Missu,c5020,c5019,23705.262658213178,Brazil,MT,Xingu
5022,5019,Amazon,Manissaua Missu,c5022,c5019,17249.33143020612,Brazil,MT,Xingu
5025,5024,Amazon,Ronuro,c5025,c5024,11723.805014374757,Brazil,MT,Xingu
5029,5027,Amazon,Culuene 2,c5029,c5027,29450.59511015437,Brazil,MT,Xingu
6018,6016,Tocantins,Mortes 2,c6018,c6016,29953.883077404367,Brazil,MT,Tocantins
5031,5030,Amazon,Curuapanema,c5031,c5030,28277.66768665337,Brazil,PA,Main_AMZ
5032,5030,Amazon,Curua Una,c5032,c5030,18030.27753594075,Brazil,PA,Main_AMZ
5033,5032,Amazon,Curua do Sul,c5033,c5032,13084.397141168201,Brazil,PA,Main_AMZ
5044,5040,Amazon,Arapiuns,c5044,c5040,15362.995245759692,Brazil,PA,Tapajos
5041,5040,Amazon,Jamanxim 1,c5041,c5040,20951.414815236894,Brazil,PA,Tapajos
5045,5040,Amazon,Tapajos 2,c5045,c5040,12013.66478585337,Brazil,PA,Tapajos
5062,5060,Amazon,Teles Pires 3,c5062,c5060,17942.91567630366,Brazil,MT,Tapajos
5050,5048,Amazon,Benedito,c5050,c5048,13739.885424011869,Brazil,PA,Tapajos
5051,5048,Amazon,Juruena 1,c5051,c5048,18350.29466953746,Brazil,MT,Tapajos
5053,5051,Amazon,Juruena 2,c5053,c5051,25955.87969357695,Brazil,MT,Tapajos
5056,5053,Amazon,Sangue,c5056,c5053,28947.947810138805,Brazil,MT,Tapajos
5059,5053,Amazon,Juruena 3,c5059,c5053,16272.352816388324,Brazil,MT,Tapajos
5067,5066,Amazon,Nhamunda,c5067,c5066,28617.185869671237,Brazil,PA,Trombetas
5069,5066,Amazon,Mapuera,c5069,c5066,25786.892416914838,Brazil,PA,Trombetas
5154,5072,Amazon,Maues Acu,c5154,c5072,26323.38161265348,Brazil,AM,Abacaxis
5073,5072,Amazon,Abacaxis,c5073,c5072,21752.870047558623,Brazil,AM,Abacaxis
5074,5072,Amazon,Canuma,c5074,c5072,11614.550379672624,Brazil,AM,Abacaxis
5075,5074,Amazon,Sucunduri,c5075,c5074,26427.80030501075,Brazil,AM,Abacaxis
5076,5074,Amazon,Camaiu,c5076,c5074,14164.552327043604,Brazil,AM,Abacaxis
5077,5072,Amazon,Madeira 1,c5077,c5072,17434.173396461953,Brazil,AM,Madeira
5085,5082,Amazon,Roosevelt 2,c5085,c5082,25237.41401238491,Brazil,MT,Madeira
5089,5087,Amazon,Ji-Parana,c5089,c5087,64307.329072866,Brazil,RO,Madeira
12095,12094,La Plata,Jauru,c12095,c12094,10932.326263195348,Brazil,MT,AMZ_OTCA
5122,5121,Amazon,Caine,c5122,c5121,10450.018243040528,Bolivia,,Madeira
5133,5131,Amazon,Piedras,c5133,c5131,18914.824435803446,Peru,,Madeira
5138,5136,Amazon,Tahuamanu,c5138,c5136,15759.690912035423,Peru,AC,Madeira
5143,5139,Amazon,Tuichi,c5143,c5139,9570.413479633602,Bolivia,,Madeira
5145,5091,Amazon,Abuna,c5145,c5091,23114.392966183485,Bolivia,RO,Madeira
5151,5150,Amazon,Luna,c5151,c5150,10089.0061980223,Brazil,AM,Madeira
5152,5150,Amazon,Mamori,c5152,c5150,8685.83434893654,Brazil,AM,Madeira
5155,5072,Amazon,Urubu,c5155,c5072,12824.552037350642,Brazil,AM,Main_AMZ
5157,5072,Amazon,Uatuma,c5157,c5072,33423.70921387347,Brazil,AM,Main_AMZ
5158,5157,Amazon,Jatapu,c5158,c5157,34494.00401340445,Brazil,AM,Main_AMZ
5159,5072,Amazon,Amazon 4,c5159,c5072,32530.956725354994,Brazil,AM,Main_AMZ
5185,5181,Amazon,Unini,c5185,c5181,27310.1696474571,Brazil,AM,Negro
5160,5159,Amazon,Piorini,c5160,c5159,19649.762126504167,Brazil,AM,Main_AMZ
5161,5159,Amazon,Purus 1,c5161,c5159,31488.674754812408,Brazil,AM,Purus
5162,5161,Amazon,Ipixuna,c5162,c5161,19050.995672853936,Brazil,AM,Purus
5164,5163,Amazon,Ituxi 1,c5164,c5163,15080.247364106332,Brazil,AM,Purus
5165,5164,Amazon,Curuquete,c5165,c5164,8625.176717304137,Brazil,AM,Purus
5166,5164,Amazon,Ituxi 2,c5166,c5164,20041.179157197468,Brazil,AM,Purus
5168,5163,Amazon,Tapaua 1,c5168,c5163,24847.09354838942,Brazil,AM,Purus
5170,5168,Amazon,Tapaua 2,c5170,c5168,28769.796566569265,Brazil,AM,Purus
5172,5171,Amazon,Acre,c5172,c5171,36526.541921959746,Brazil,AC,Purus
5174,5171,Amazon,Pauini,c5174,c5171,25127.58942804721,Brazil,AM,Purus
5179,5178,Amazon,Camanau,c5179,c5178,11779.48606270043,Brazil,AM,Negro
5180,5178,Amazon,Jau,c5180,c5178,18812.607423999973,Brazil,AM,Negro
5183,5182,Amazon,Macucuau,c5183,c5182,15730.250103105674,Brazil,RR,Negro
5189,5186,Amazon,Anaua,c5189,c5186,21208.596587017233,Brazil,RR,Negro
5198,5181,Amazon,Cuiuni,c5198,c5181,11723.914420961613,Brazil,AM,Negro
5201,5181,Amazon,Negro 3,c5201,c5181,48100.65125874738,Brazil,AM,Negro
5202,5201,Amazon,Ajuana,c5202,c5201,12418.958788329799,Brazil,AM,Negro
5206,5205,Amazon,Marie,c5206,c5205,25265.006054504545,Brazil,AM,Negro
5209,5208,Amazon,Tiquie,c5209,c5208,12647.89544948383,Brazil,AM,Negro
5210,5208,Amazon,Uaupes 2,c5210,c5208,43895.17691681695,Colombia,AM,Negro
5215,5205,Amazon,Negro 5,c5215,c5205,28771.091512462488,Colombia,AM,Negro
5217,5216,Amazon,Coari,c5217,c5216,20138.19842378765,Brazil,AM,Main_AMZ
5219,5216,Amazon,Parana Copea,c5219,c5216,10485.713955640911,Brazil,AM,Main_AMZ
5221,5220,Amazon,Purue,c5221,c5220,15370.134428570826,Brazil,AM,Caqueta_Japura
5223,5222,Amazon,Cahuinari,c5223,c5222,14995.904382558152,Colombia,,Caqueta_Japura
5227,5222,Amazon,Caqueta 2,c5227,c5222,27202.552080738842,Colombia,,Caqueta_Japura
5231,5220,Amazon,Apaporis,c5231,c5220,57173.00820621927,Colombia,AM,Caqueta_Japura
5239,5233,Amazon,Jutai,c5239,c5233,78108.30622756197,Brazil,AM,Main_AMZ
5234,5233,Amazon,Jandiatuba,c5234,c5233,14065.958306398226,Brazil,AM,Main_AMZ
5236,5235,Amazon,Yaguas,c5236,c5235,10539.615895481878,Peru,,Putumayo_Ica
5242,5240,Amazon,Tarauaca,c5242,c5240,28215.464939769798,Brazil,AC,Jurua
5243,5242,Amazon,Envira,c5243,c5242,26495.974152054674,Brazil,AC,Jurua
5244,5240,Amazon,Jurua 2,c5244,c5240,63550.23533963825,Brazil,AC,Jurua
5246,5245,Amazon,Maranon 1,c5246,c5245,22441.692088340118,Peru,,Maranon
5247,5246,Amazon,Huallaga 1,c5247,c5246,21221.36476362714,Peru,,Maranon
5253,5246,Amazon,Samiria,c5253,c5246,11003.493317869128,Peru,,Maranon
5249,5247,Amazon,Huallaga 2,c5249,c5247,14358.339131181885,Peru,,Maranon
5251,5249,Amazon,Huallaga 3,c5251,c5249,30484.33437642556,Peru,,Maranon
5255,5246,Amazon,Tigre,c5255,c5246,29961.571827247335,Peru,,Maranon
5266,5265,Amazon,Pachitea,c5266,c5265,28906.812618191834,Peru,,Ucayali
5267,5265,Amazon,Tamaya,c5267,c5265,17573.388776528154,Peru,AC,Ucayali
5268,5265,Amazon,Aguaytia,c5268,c5265,11355.9373691921,Peru,,Ucayali
5269,5265,Amazon,Tapiche,c5269,c5265,18706.701216976893,Peru,AC,Ucayali
5279,5278,Amazon,Yavari Mirin,c5279,c5278,8629.48898959536,Peru,,Javari
5278,5245,Amazon,Javari 1,c5278,c5245,8885.893716095683,Brazil,AM,Javari
5283,5278,Amazon,Javari 2,c5283,c5278,23034.725107061557,Peru,AM,Javari
5280,5278,Amazon,Curuca,c5280,c5278,25438.43063547932,Brazil,AM,Javari
5282,5281,Amazon,Itui,c5282,c5281,19389.38693350054,Brazil,AM,Javari
5284,5245,Amazon,Nanay,c5284,c5245,16599.677662996484,Peru,,Main_AMZ
5285,5245,Amazon,Napo 1,c5285,c5245,31176.310257251196,Peru,,Napo
5286,5285,Amazon,Curaray,c5286,c5285,26585.369694048757,Ecuador,,Napo
6026,6024,Tocantins,Itacaiunas 2,c6026,c6024,18787.257987891007,Brazil,PA,Tocantins
6006,6005,Tocantins,Pau d'Arco,c6006,c6005,13447.767080058502,Brazil,PA,Tocantins
6008,6007,Tocantins,Tapirape,c6008,c6007,21579.642823889382,Brazil,MT,Tocantins
6020,6019,Tocantins,Garcas,c6020,c6019,13437.615458362783,Brazil,MT,Tocantins
6025,6024,Tocantins,Parauapebas,c6025,c6024,9950.717383024197,Brazil,PA,Tocantins
6028,6027,Tocantins,Manuel Alves Grande,c6028,c6027,16493.698994308223,Brazil,TO,Tocantins
6036,6034,Tocantins,Perdida,c6036,c6034,9626.057869148095,Brazil,TO,Tocantins
6044,6043,Tocantins,Moju,c6044,c6043,12902.87317725664,Brazil,PA,AMZ_OTCA
6046,6045,Tocantins,Capim,c6046,c6045,36506.792533678046,Brazil,PA,AMZ_OTCA
7009,7008,"North Brazil, South Atlantic Coast",Grajau,c7009,c7008,21672.302579535677,Brazil,MA,AMZ_OTCA
12085,12084,La Plata,Cuiaba,c12085,c12084,40583.424051262686,Brazil,MT,AMZ_OTCA
12090,12089,La Plata,Poguba Xoreu,c12090,c12089,15042.341245801084,Brazil,MT,AMZ_OTCA
12098,12094,La Plata,Paraguay 6,c12098,c12094,16522.497099013213,Brazil,MT,AMZ_OTCA
